,customer_id,address,postcode,state,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,owns_car,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,name,year,month,day,day_of_week,quarter,age,total_profit,age_range,adresses,lat,long
8195,1430,7847 Buell Trail,2759,New South Wales,Kalli,Pigeram,Female,86,1999-07-24,Biostatistician I,Manufacturing,Yes,19756,2,2017-08-12,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,Kalli Pigeram,2017,8,12,Saturday,2017Q3,23,17.869999999999997,20-29,2759 New South Wales Australia,-33.8060826,150.7853574
8197,1430,7847 Buell Trail,2759,New South Wales,Kalli,Pigeram,Female,86,1999-07-24,Biostatistician I,Manufacturing,Yes,6325,51,2017-07-07,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,Kalli Pigeram,2017,7,7,Friday,2017Q3,23,802.26,20-29,2759 New South Wales Australia,-33.8060826,150.7853574
8198,1430,7847 Buell Trail,2759,New South Wales,Kalli,Pigeram,Female,86,1999-07-24,Biostatistician I,Manufacturing,Yes,10168,59,2017-06-03,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,Kalli Pigeram,2017,6,3,Saturday,2017Q2,23,327.9799999999999,20-29,2759 New South Wales Australia,-33.8060826,150.7853574
8199,1430,7847 Buell Trail,2759,New South Wales,Kalli,Pigeram,Female,86,1999-07-24,Biostatistician I,Manufacturing,Yes,11504,9,2017-01-31,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,Kalli Pigeram,2017,1,31,Tuesday,2017Q1,23,75.13999999999999,20-29,2759 New South Wales Australia,-33.8060826,150.7853574
8200,1431,42946 Fieldstone Pass,2750,New South Wales,Derek,Malafe,Male,29,1975-05-13,Sales Associate,Financial Services,Yes,4673,50,2017-12-11,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,Derek Malafe,2017,12,11,Monday,2017Q4,48,43.97,40-49,2750 New South Wales Australia,-33.744767,150.6865817
8201,1431,42946 Fieldstone Pass,2750,New South Wales,Derek,Malafe,Male,29,1975-05-13,Sales Associate,Financial Services,Yes,15715,19,2017-09-25,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,Derek Malafe,2017,9,25,Monday,2017Q3,48,4.8,40-49,2750 New South Wales Australia,-33.744767,150.6865817
8202,1431,42946 Fieldstone Pass,2750,New South Wales,Derek,Malafe,Male,29,1975-05-13,Sales Associate,Financial Services,Yes,7085,38,2017-04-06,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,Derek Malafe,2017,4,6,Thursday,2017Q2,48,751.02,40-49,2750 New South Wales Australia,-33.744767,150.6865817
8203,1431,42946 Fieldstone Pass,2750,New South Wales,Derek,Malafe,Male,29,1975-05-13,Sales Associate,Financial Services,Yes,6238,92,2017-01-05,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,Derek Malafe,2017,1,5,Thursday,2017Q1,48,155.6500000000001,40-49,2750 New South Wales Australia,-33.744767,150.6865817
8204,1432,1617 Beilfuss Street,2759,New South Wales,Hiram,Kittiman,Male,70,1998-11-26,Tax Accountant,Argiculture,Yes,2734,0,2017-11-27,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,Hiram Kittiman,2017,11,27,Monday,2017Q4,24,57.72999999999999,20-29,2759 New South Wales Australia,-33.8060826,150.7853574
8205,1432,1617 Beilfuss Street,2759,New South Wales,Hiram,Kittiman,Male,70,1998-11-26,Tax Accountant,Argiculture,Yes,801,21,2017-10-09,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,Hiram Kittiman,2017,10,9,Monday,2017Q4,24,1103.43,20-29,2759 New South Wales Australia,-33.8060826,150.7853574
8206,1432,1617 Beilfuss Street,2759,New South Wales,Hiram,Kittiman,Male,70,1998-11-26,Tax Accountant,Argiculture,Yes,6382,50,2017-07-21,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,Hiram Kittiman,2017,7,21,Friday,2017Q3,24,431.33000000000004,20-29,2759 New South Wales Australia,-33.8060826,150.7853574
8207,1432,1617 Beilfuss Street,2759,New South Wales,Hiram,Kittiman,Male,70,1998-11-26,Tax Accountant,Argiculture,Yes,11598,18,2017-04-07,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,Hiram Kittiman,2017,4,7,Friday,2017Q2,24,459.46000000000015,20-29,2759 New South Wales Australia,-33.8060826,150.7853574
8208,1432,1617 Beilfuss Street,2759,New South Wales,Hiram,Kittiman,Male,70,1998-11-26,Tax Accountant,Argiculture,Yes,15091,0,2017-02-16,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,Hiram Kittiman,2017,2,16,Thursday,2017Q1,24,14.229999999999997,20-29,2759 New South Wales Australia,-33.8060826,150.7853574
8209,1432,1617 Beilfuss Street,2759,New South Wales,Hiram,Kittiman,Male,70,1998-11-26,Tax Accountant,Argiculture,Yes,14610,77,2017-01-28,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,Hiram Kittiman,2017,1,28,Saturday,2017Q1,24,1660.88,20-29,2759 New South Wales Australia,-33.8060826,150.7853574
8210,1433,64 Everett Circle,2756,New South Wales,Marya,Szwandt,Female,15,1958-09-25,Account Coordinator,IT,No,13458,14,2017-08-21,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,Marya Szwandt,2017,8,21,Monday,2017Q3,64,152.54999999999995,over 60,2756 New South Wales Australia,-33.3137032,150.7214362
8211,1433,64 Everett Circle,2756,New South Wales,Marya,Szwandt,Female,15,1958-09-25,Account Coordinator,IT,No,2847,52,2017-08-15,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,Marya Szwandt,2017,8,15,Tuesday,2017Q3,64,450.77,over 60,2756 New South Wales Australia,-33.3137032,150.7214362
8212,1433,64 Everett Circle,2756,New South Wales,Marya,Szwandt,Female,15,1958-09-25,Account Coordinator,IT,No,15340,89,2017-02-04,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,Marya Szwandt,2017,2,4,Saturday,2017Q1,64,1305.25,over 60,2756 New South Wales Australia,-33.3137032,150.7214362
8213,1434,184 Melrose Pass,2756,New South Wales,Craig,Guswell,Male,42,1973-08-14,Statistician I,Property,No,384,67,2017-08-28,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,Craig Guswell,2017,8,28,Monday,2017Q3,49,690.49,40-49,2756 New South Wales Australia,-33.3137032,150.7214362
8214,1434,184 Melrose Pass,2756,New South Wales,Craig,Guswell,Male,42,1973-08-14,Statistician I,Property,No,3576,90,2017-01-27,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,Craig Guswell,2017,1,27,Friday,2017Q1,49,437.46,40-49,2756 New South Wales Australia,-33.3137032,150.7214362
8215,1435,8934 Park Meadow Street,2756,New South Wales,Derek,Podmore,Male,96,1968-04-27,Software Engineer II,Telecommunications,Yes,190,37,2017-11-27,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,Derek Podmore,2017,11,27,Monday,2017Q4,55,1544.6100000000001,50-59,2756 New South Wales Australia,-33.3137032,150.7214362
8216,1435,8934 Park Meadow Street,2756,New South Wales,Derek,Podmore,Male,96,1968-04-27,Software Engineer II,Telecommunications,Yes,12484,65,2017-05-15,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,Derek Podmore,2017,5,15,Monday,2017Q2,55,1028.76,50-59,2756 New South Wales Australia,-33.3137032,150.7214362
8217,1435,8934 Park Meadow Street,2756,New South Wales,Derek,Podmore,Male,96,1968-04-27,Software Engineer II,Telecommunications,Yes,10401,1,2017-04-30,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Derek Podmore,2017,4,30,Sunday,2017Q2,55,448.67999999999995,50-59,2756 New South Wales Australia,-33.3137032,150.7214362
8218,1435,8934 Park Meadow Street,2756,New South Wales,Derek,Podmore,Male,96,1968-04-27,Software Engineer II,Telecommunications,Yes,11908,74,2017-04-08,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,Derek Podmore,2017,4,8,Saturday,2017Q2,55,827.1599999999999,50-59,2756 New South Wales Australia,-33.3137032,150.7214362
8219,1435,8934 Park Meadow Street,2756,New South Wales,Derek,Podmore,Male,96,1968-04-27,Software Engineer II,Telecommunications,Yes,19409,39,2017-03-19,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,Derek Podmore,2017,3,19,Sunday,2017Q1,55,1230.27,50-59,2756 New South Wales Australia,-33.3137032,150.7214362
8220,1435,8934 Park Meadow Street,2756,New South Wales,Derek,Podmore,Male,96,1968-04-27,Software Engineer II,Telecommunications,Yes,19980,30,2017-03-04,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,Derek Podmore,2017,3,4,Saturday,2017Q1,55,299.27,50-59,2756 New South Wales Australia,-33.3137032,150.7214362
8221,1435,8934 Park Meadow Street,2756,New South Wales,Derek,Podmore,Male,96,1968-04-27,Software Engineer II,Telecommunications,Yes,14630,22,2017-02-01,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,Derek Podmore,2017,2,1,Wednesday,2017Q1,55,15.080000000000005,50-59,2756 New South Wales Australia,-33.3137032,150.7214362
8227,1437,26607 West Hill,2777,New South Wales,Gearalt,Challis,Male,35,1974-09-12,Electrical Engineer,Manufacturing,No,7967,64,2017-08-09,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,Gearalt Challis,2017,8,9,Wednesday,2017Q3,48,872.8900000000001,40-49,2777 New South Wales Australia,-33.6858294,150.6168974
8228,1437,26607 West Hill,2777,New South Wales,Gearalt,Challis,Male,35,1974-09-12,Electrical Engineer,Manufacturing,No,8838,12,2017-06-23,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,Gearalt Challis,2017,6,23,Friday,2017Q2,48,1069.5500000000002,40-49,2777 New South Wales Australia,-33.6858294,150.6168974
8229,1437,26607 West Hill,2777,New South Wales,Gearalt,Challis,Male,35,1974-09-12,Electrical Engineer,Manufacturing,No,13592,53,2017-01-22,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,Gearalt Challis,2017,1,22,Sunday,2017Q1,48,693.76,40-49,2777 New South Wales Australia,-33.6858294,150.6168974
8230,1438,53649 Mandrake Place,2749,New South Wales,Winifred,MacRonald,Female,27,1975-11-01,Worker,Health,Yes,12078,13,2017-12-24,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,Winifred MacRonald,2017,12,24,Sunday,2017Q4,47,574.6200000000001,40-49,2749 New South Wales Australia,-33.7039148,150.6865817
8231,1438,53649 Mandrake Place,2749,New South Wales,Winifred,MacRonald,Female,27,1975-11-01,Worker,Health,Yes,18088,74,2017-12-08,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,Winifred MacRonald,2017,12,8,Friday,2017Q4,47,827.1599999999999,40-49,2749 New South Wales Australia,-33.7039148,150.6865817
8232,1438,53649 Mandrake Place,2749,New South Wales,Winifred,MacRonald,Female,27,1975-11-01,Worker,Health,Yes,14193,54,2017-12-02,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,Winifred MacRonald,2017,12,2,Saturday,2017Q4,47,1279.3999999999999,40-49,2749 New South Wales Australia,-33.7039148,150.6865817
8233,1438,53649 Mandrake Place,2749,New South Wales,Winifred,MacRonald,Female,27,1975-11-01,Worker,Health,Yes,4291,61,2017-11-11,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,Winifred MacRonald,2017,11,11,Saturday,2017Q4,47,14.229999999999997,40-49,2749 New South Wales Australia,-33.7039148,150.6865817
8235,1438,53649 Mandrake Place,2749,New South Wales,Winifred,MacRonald,Female,27,1975-11-01,Worker,Health,Yes,2299,60,2017-09-11,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,Winifred MacRonald,2017,9,11,Monday,2017Q3,47,217.51,40-49,2749 New South Wales Australia,-33.7039148,150.6865817
8236,1438,53649 Mandrake Place,2749,New South Wales,Winifred,MacRonald,Female,27,1975-11-01,Worker,Health,Yes,7054,34,2017-07-22,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,Winifred MacRonald,2017,7,22,Saturday,2017Q3,47,309.80999999999995,40-49,2749 New South Wales Australia,-33.7039148,150.6865817
8237,1438,53649 Mandrake Place,2749,New South Wales,Winifred,MacRonald,Female,27,1975-11-01,Worker,Health,Yes,18060,41,2017-05-15,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,Winifred MacRonald,2017,5,15,Monday,2017Q2,47,104.24000000000001,40-49,2749 New South Wales Australia,-33.7039148,150.6865817
8238,1438,53649 Mandrake Place,2749,New South Wales,Winifred,MacRonald,Female,27,1975-11-01,Worker,Health,Yes,11733,3,2017-04-24,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,Winifred MacRonald,2017,4,24,Monday,2017Q2,47,1702.5499999999997,40-49,2749 New South Wales Australia,-33.7039148,150.6865817
8239,1438,53649 Mandrake Place,2749,New South Wales,Winifred,MacRonald,Female,27,1975-11-01,Worker,Health,Yes,3611,17,2017-04-08,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,Winifred MacRonald,2017,4,8,Saturday,2017Q2,47,409.8600000000001,40-49,2749 New South Wales Australia,-33.7039148,150.6865817
8240,1438,53649 Mandrake Place,2749,New South Wales,Winifred,MacRonald,Female,27,1975-11-01,Worker,Health,Yes,14303,81,2017-01-22,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,Winifred MacRonald,2017,1,22,Sunday,2017Q1,47,64.50999999999999,40-49,2749 New South Wales Australia,-33.7039148,150.6865817
8241,1439,223 Trailsway Parkway,2154,New South Wales,Leupold,Detoc,Male,97,1965-07-28,GIS Technical Architect,Retail,No,18164,47,2017-10-26,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,Leupold Detoc,2017,10,26,Thursday,2017Q4,57,189.27999999999997,50-59,2154 New South Wales Australia,-33.7270691,150.9947439
8242,1439,223 Trailsway Parkway,2154,New South Wales,Leupold,Detoc,Male,97,1965-07-28,GIS Technical Architect,Retail,No,8990,45,2017-08-15,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,Leupold Detoc,2017,8,15,Tuesday,2017Q3,57,356.5,50-59,2154 New South Wales Australia,-33.7270691,150.9947439
8244,1439,223 Trailsway Parkway,2154,New South Wales,Leupold,Detoc,Male,97,1965-07-28,GIS Technical Architect,Retail,No,13320,82,2017-05-04,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,Leupold Detoc,2017,5,4,Thursday,2017Q2,57,459.46000000000015,50-59,2154 New South Wales Australia,-33.7270691,150.9947439
8245,1440,8999 Elmside Pass,2749,New South Wales,Consuela,O'Logan,Female,19,1965-11-22,Human Resources Manager,Financial Services,Yes,17601,0,2017-12-11,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,Consuela O'Logan,2017,12,11,Monday,2017Q4,57,72.59999999999997,50-59,2749 New South Wales Australia,-33.7039148,150.6865817
8246,1440,8999 Elmside Pass,2749,New South Wales,Consuela,O'Logan,Female,19,1965-11-22,Human Resources Manager,Financial Services,Yes,2289,38,2017-11-16,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,Consuela O'Logan,2017,11,16,Thursday,2017Q4,57,1702.5499999999997,50-59,2749 New South Wales Australia,-33.7039148,150.6865817
8247,1440,8999 Elmside Pass,2749,New South Wales,Consuela,O'Logan,Female,19,1965-11-22,Human Resources Manager,Financial Services,Yes,10358,53,2017-04-09,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,Consuela O'Logan,2017,4,9,Sunday,2017Q2,57,509.97,50-59,2749 New South Wales Australia,-33.7039148,150.6865817
8248,1440,8999 Elmside Pass,2749,New South Wales,Consuela,O'Logan,Female,19,1965-11-22,Human Resources Manager,Financial Services,Yes,14541,34,2017-04-01,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,Consuela O'Logan,2017,4,1,Saturday,2017Q2,57,1069.5500000000002,50-59,2749 New South Wales Australia,-33.7039148,150.6865817
8249,1440,8999 Elmside Pass,2749,New South Wales,Consuela,O'Logan,Female,19,1965-11-22,Human Resources Manager,Financial Services,Yes,6224,38,2017-03-14,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,Consuela O'Logan,2017,3,14,Tuesday,2017Q1,57,1702.5499999999997,50-59,2749 New South Wales Australia,-33.7039148,150.6865817
8250,1440,8999 Elmside Pass,2749,New South Wales,Consuela,O'Logan,Female,19,1965-11-22,Human Resources Manager,Financial Services,Yes,13526,17,2017-01-13,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,Consuela O'Logan,2017,1,13,Friday,2017Q1,57,1305.25,50-59,2749 New South Wales Australia,-33.7039148,150.6865817
8266,1444,8088 Macpherson Hill,2323,New South Wales,Claudian,Ruos,Male,97,1975-04-14,Payment Adjustment Coordinator,Health,No,6420,98,2017-11-22,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,Claudian Ruos,2017,11,22,Wednesday,2017Q4,48,143.35999999999999,40-49,2323 New South Wales Australia,-32.9103365,151.4902483
8267,1444,8088 Macpherson Hill,2323,New South Wales,Claudian,Ruos,Male,97,1975-04-14,Payment Adjustment Coordinator,Health,No,16281,31,2017-09-28,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,Claudian Ruos,2017,9,28,Thursday,2017Q3,48,57.72999999999999,40-49,2323 New South Wales Australia,-32.9103365,151.4902483
8268,1444,8088 Macpherson Hill,2323,New South Wales,Claudian,Ruos,Male,97,1975-04-14,Payment Adjustment Coordinator,Health,No,19580,27,2017-09-27,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,Claudian Ruos,2017,9,27,Wednesday,2017Q3,48,110.80999999999995,40-49,2323 New South Wales Australia,-32.9103365,151.4902483
8269,1444,8088 Macpherson Hill,2323,New South Wales,Claudian,Ruos,Male,97,1975-04-14,Payment Adjustment Coordinator,Health,No,10725,58,2017-05-11,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,Claudian Ruos,2017,5,11,Thursday,2017Q2,48,771.12,40-49,2323 New South Wales Australia,-32.9103365,151.4902483
8270,1444,8088 Macpherson Hill,2323,New South Wales,Claudian,Ruos,Male,97,1975-04-14,Payment Adjustment Coordinator,Health,No,7836,70,2017-05-02,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,Claudian Ruos,2017,5,2,Tuesday,2017Q2,48,198.29000000000002,40-49,2323 New South Wales Australia,-32.9103365,151.4902483
8271,1445,6418 Jenna Trail,2640,New South Wales,Bettine,Yoselevitch,Female,57,1973-03-29,Web Designer II,IT,No,19766,71,2017-12-24,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,Bettine Yoselevitch,2017,12,24,Sunday,2017Q4,50,737.1700000000001,50-59,2640 New South Wales Australia,-35.9976838,147.259277
8272,1445,6418 Jenna Trail,2640,New South Wales,Bettine,Yoselevitch,Female,57,1973-03-29,Web Designer II,IT,No,2411,74,2017-10-29,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,Bettine Yoselevitch,2017,10,29,Sunday,2017Q4,50,827.1599999999999,50-59,2640 New South Wales Australia,-35.9976838,147.259277
8273,1445,6418 Jenna Trail,2640,New South Wales,Bettine,Yoselevitch,Female,57,1973-03-29,Web Designer II,IT,No,2439,43,2017-10-24,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,Bettine Yoselevitch,2017,10,24,Tuesday,2017Q4,50,502.47,50-59,2640 New South Wales Australia,-35.9976838,147.259277
8274,1445,6418 Jenna Trail,2640,New South Wales,Bettine,Yoselevitch,Female,57,1973-03-29,Web Designer II,IT,No,12043,76,2017-10-20,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,Bettine Yoselevitch,2017,10,20,Friday,2017Q4,50,128.45999999999992,50-59,2640 New South Wales Australia,-35.9976838,147.259277
8275,1445,6418 Jenna Trail,2640,New South Wales,Bettine,Yoselevitch,Female,57,1973-03-29,Web Designer II,IT,No,9166,42,2017-10-03,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,Bettine Yoselevitch,2017,10,3,Tuesday,2017Q4,50,199.0999999999999,50-59,2640 New South Wales Australia,-35.9976838,147.259277
8276,1445,6418 Jenna Trail,2640,New South Wales,Bettine,Yoselevitch,Female,57,1973-03-29,Web Designer II,IT,No,6594,65,2017-06-12,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,Bettine Yoselevitch,2017,6,12,Monday,2017Q2,50,1028.76,50-59,2640 New South Wales Australia,-35.9976838,147.259277
8277,1446,70262 Hermina Court,3690,Victoria,Gabriello,Nell,Male,51,1987-04-15,Engineer I,Manufacturing,No,4096,4,2017-12-20,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,Gabriello Nell,2017,12,20,Wednesday,2017Q4,36,451.6500000000001,30-39,3690 Victoria Australia,-36.1118041,146.8423556
8278,1446,70262 Hermina Court,3690,Victoria,Gabriello,Nell,Male,51,1987-04-15,Engineer I,Manufacturing,No,10678,40,2017-11-14,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,Gabriello Nell,2017,11,14,Tuesday,2017Q4,36,583.2700000000001,30-39,3690 Victoria Australia,-36.1118041,146.8423556
8279,1446,70262 Hermina Court,3690,Victoria,Gabriello,Nell,Male,51,1987-04-15,Engineer I,Manufacturing,No,15454,64,2017-05-10,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,Gabriello Nell,2017,5,10,Wednesday,2017Q2,36,872.8900000000001,30-39,3690 Victoria Australia,-36.1118041,146.8423556
8280,1446,70262 Hermina Court,3690,Victoria,Gabriello,Nell,Male,51,1987-04-15,Engineer I,Manufacturing,No,15538,68,2017-04-01,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,Gabriello Nell,2017,4,1,Saturday,2017Q2,36,1592.19,30-39,3690 Victoria Australia,-36.1118041,146.8423556
8281,1446,70262 Hermina Court,3690,Victoria,Gabriello,Nell,Male,51,1987-04-15,Engineer I,Manufacturing,No,1169,16,2017-02-22,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,Gabriello Nell,2017,2,22,Wednesday,2017Q1,36,182.81000000000017,30-39,3690 Victoria Australia,-36.1118041,146.8423556
